ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2020,"2020",0,"Total",72256,11760,"Census Tract 419.01, Snohomish County, WA","14000US53061041901"
2020,"2020",0,"Total",54759,4123,"Census Tract 419.04, Snohomish County, WA","14000US53061041904"
2020,"2020",0,"Total",64663,18794,"Census Tract 419.05, Snohomish County, WA","14000US53061041905"
2020,"2020",0,"Total",104559,18398,"Census Tract 420.01, Snohomish County, WA","14000US53061042001"
2020,"2020",0,"Total",115677,30933,"Census Tract 420.03, Snohomish County, WA","14000US53061042003"
2020,"2020",0,"Total",99079,12855,"Census Tract 420.04, Snohomish County, WA","14000US53061042004"
2020,"2020",0,"Total",146125,19081,"Census Tract 420.05, Snohomish County, WA","14000US53061042005"
2020,"2020",0,"Total",72163,10617,"Census Tract 420.06, Snohomish County, WA","14000US53061042006"
2020,"2020",0,"Total",120278,15387,"Census Tract 501.01, Snohomish County, WA","14000US53061050101"
2020,"2020",0,"Total",88062,18858,"Census Tract 501.02, Snohomish County, WA","14000US53061050102"
2020,"2020",0,"Total",109464,13733,"Census Tract 502, Snohomish County, WA","14000US53061050200"
2020,"2020",0,"Total",125268,19428,"Census Tract 503, Snohomish County, WA","14000US53061050300"
2020,"2020",0,"Total",86472,10882,"Census Tract 504.02, Snohomish County, WA","14000US53061050402"
2020,"2020",0,"Total",196635,24165,"Census Tract 506, Snohomish County, WA","14000US53061050600"
2020,"2020",0,"Total",97146,9633,"Census Tract 507, Snohomish County, WA","14000US53061050700"
2020,"2020",0,"Total",101350,9612,"Census Tract 508, Snohomish County, WA","14000US53061050800"
2020,"2020",0,"Total",62560,11847,"Census Tract 509, Snohomish County, WA","14000US53061050900"
2020,"2020",0,"Total",84313,3637.0000000000005,"Census Tract 510, Snohomish County, WA","14000US53061051000"
2020,"2020",0,"Total",80893,19167,"Census Tract 511, Snohomish County, WA","14000US53061051100"
2020,"2020",0,"Total",88900,13449,"Census Tract 512, Snohomish County, WA","14000US53061051200"
2020,"2020",0,"Total",60068,11736,"Census Tract 515, Snohomish County, WA","14000US53061051500"
2020,"2020",0,"Total",82440,15908.999999999998,"Census Tract 516.01, Snohomish County, WA","14000US53061051601"
2020,"2020",0,"Total",83250,16006,"Census Tract 516.02, Snohomish County, WA","14000US53061051602"
2020,"2020",0,"Total",62698,18128,"Census Tract 517.01, Snohomish County, WA","14000US53061051701"
2020,"2020",0,"Total",69792,14280,"Census Tract 517.02, Snohomish County, WA","14000US53061051702"
2020,"2020",0,"Total",100348,14179.999999999998,"Census Tract 518.02, Snohomish County, WA","14000US53061051802"
2020,"2020",0,"Total",64407,10280,"Census Tract 518.03, Snohomish County, WA","14000US53061051803"
2020,"2020",0,"Total",86897,13541.000000000002,"Census Tract 518.04, Snohomish County, WA","14000US53061051804"
2020,"2020",0,"Total",137031,15848,"Census Tract 519.12, Snohomish County, WA","14000US53061051912"
2020,"2020",0,"Total",124920,11298,"Census Tract 519.13, Snohomish County, WA","14000US53061051913"
2020,"2020",0,"Total",120026,18138,"Census Tract 519.14, Snohomish County, WA","14000US53061051914"
2020,"2020",0,"Total",123426,16642,"Census Tract 519.16, Snohomish County, WA","14000US53061051916"
2020,"2020",0,"Total",116621,6199,"Census Tract 519.17, Snohomish County, WA","14000US53061051917"
2020,"2020",0,"Total",117717,24065,"Census Tract 519.18, Snohomish County, WA","14000US53061051918"
2020,"2020",0,"Total",101216,5180,"Census Tract 519.21, Snohomish County, WA","14000US53061051921"
2020,"2020",0,"Total",140278,10579,"Census Tract 519.22, Snohomish County, WA","14000US53061051922"
2020,"2020",0,"Total",146786,17542,"Census Tract 519.26, Snohomish County, WA","14000US53061051926"
2020,"2020",0,"Total",130130,15566,"Census Tract 519.27, Snohomish County, WA","14000US53061051927"
2020,"2020",0,"Total",78095,17551,"Census Tract 519.28, Snohomish County, WA","14000US53061051928"
2020,"2020",0,"Total",146923,18459,"Census Tract 520.04, Snohomish County, WA","14000US53061052004"
2020,"2020",0,"Total",103393,23866,"Census Tract 520.05, Snohomish County, WA","14000US53061052005"
2020,"2020",0,"Total",130341,12510,"Census Tract 520.06, Snohomish County, WA","14000US53061052006"
2020,"2020",0,"Total",130099,16091,"Census Tract 520.07, Snohomish County, WA","14000US53061052007"
2020,"2020",0,"Total",107396,9058,"Census Tract 521.04, Snohomish County, WA","14000US53061052104"
2020,"2020",0,"Total",106719,41164,"Census Tract 521.05, Snohomish County, WA","14000US53061052105"
2020,"2020",0,"Total",165545,7589,"Census Tract 521.07, Snohomish County, WA","14000US53061052107"
2020,"2020",0,"Total",153350,15442,"Census Tract 521.08, Snohomish County, WA","14000US53061052108"
2020,"2020",0,"Total",139000,32615.999999999996,"Census Tract 521.12, Snohomish County, WA","14000US53061052112"
2020,"2020",0,"Total",145147,20698,"Census Tract 521.13, Snohomish County, WA","14000US53061052113"
2020,"2020",0,"Total",152054,13956,"Census Tract 521.14, Snohomish County, WA","14000US53061052114"
2020,"2020",0,"Total",115607,9766,"Census Tract 522.03, Snohomish County, WA","14000US53061052203"
2020,"2020",0,"Total",98864,13782,"Census Tract 522.04, Snohomish County, WA","14000US53061052204"
2020,"2020",0,"Total",142500,25794,"Census Tract 522.06, Snohomish County, WA","14000US53061052206"
2020,"2020",0,"Total",109732,18479,"Census Tract 522.07, Snohomish County, WA","14000US53061052207"
2020,"2020",0,"Total",64253,8274,"Census Tract 522.08, Snohomish County, WA","14000US53061052208"
2020,"2020",0,"Total",129444,16108.999999999998,"Census Tract 523.01, Snohomish County, WA","14000US53061052301"
2020,"2020",0,"Total",114688,26078,"Census Tract 523.02, Snohomish County, WA","14000US53061052302"
2020,"2020",0,"Total",64306,22654,"Census Tract 524.01, Snohomish County, WA","14000US53061052401"
2020,"2020",0,"Total",52744,11933,"Census Tract 524.02, Snohomish County, WA","14000US53061052402"
2020,"2020",0,"Total",110610,14154.999999999998,"Census Tract 525.02, Snohomish County, WA","14000US53061052502"
2020,"2020",0,"Total",103929,32082,"Census Tract 525.04, Snohomish County, WA","14000US53061052504"
2020,"2020",0,"Total",112872,14621,"Census Tract 526.03, Snohomish County, WA","14000US53061052603"
2020,"2020",0,"Total",76992,9788,"Census Tract 526.04, Snohomish County, WA","14000US53061052604"
2020,"2020",0,"Total",96513,11879,"Census Tract 526.05, Snohomish County, WA","14000US53061052605"
2020,"2020",0,"Total",98169,15683,"Census Tract 526.06, Snohomish County, WA","14000US53061052606"
2020,"2020",0,"Total",107155,4375,"Census Tract 526.07, Snohomish County, WA","14000US53061052607"
2020,"2020",0,"Total",107596,13844,"Census Tract 527.01, Snohomish County, WA","14000US53061052701"
2020,"2020",0,"Total",102478,9222,"Census Tract 527.06, Snohomish County, WA","14000US53061052706"
2020,"2020",0,"Total",102311,15567,"Census Tract 527.07, Snohomish County, WA","14000US53061052707"
2020,"2020",0,"Total",110334,6113,"Census Tract 527.08, Snohomish County, WA","14000US53061052708"
2020,"2020",0,"Total",102778,11188,"Census Tract 527.09, Snohomish County, WA","14000US53061052709"
2020,"2020",0,"Total",91929,9680,"Census Tract 528.03, Snohomish County, WA","14000US53061052803"
2020,"2020",0,"Total",76691,10536,"Census Tract 528.05, Snohomish County, WA","14000US53061052805"
2020,"2020",0,"Total",57202,6611,"Census Tract 529.03, Snohomish County, WA","14000US53061052903"
2020,"2020",0,"Total",78275,14535,"Census Tract 529.04, Snohomish County, WA","14000US53061052904"
2020,"2020",0,"Total",51140,7348,"Census Tract 529.05, Snohomish County, WA","14000US53061052905"
2020,"2020",0,"Total",75924,14233.999999999998,"Census Tract 529.06, Snohomish County, WA","14000US53061052906"
2020,"2020",0,"Total",76296,10001,"Census Tract 531.01, Snohomish County, WA","14000US53061053101"
2020,"2020",0,"Total",64263,9108,"Census Tract 531.02, Snohomish County, WA","14000US53061053102"
2020,"2020",0,"Total",79141,14622.000000000002,"Census Tract 532.01, Snohomish County, WA","14000US53061053201"
2020,"2020",0,"Total",114219,10703,"Census Tract 532.02, Snohomish County, WA","14000US53061053202"
2020,"2020",0,"Total",75136,17151,"Census Tract 533.01, Snohomish County, WA","14000US53061053301"
2020,"2020",0,"Total",79912,26138,"Census Tract 533.02, Snohomish County, WA","14000US53061053302"
2020,"2020",0,"Total",100441,12104,"Census Tract 534, Snohomish County, WA","14000US53061053400"
2020,"2020",0,"Total",94700,17269,"Census Tract 535.05, Snohomish County, WA","14000US53061053505"
2020,"2020",0,"Total",81033,13592,"Census Tract 535.06, Snohomish County, WA","14000US53061053506"
2020,"2020",0,"Total",116525,10911,"Census Tract 535.07, Snohomish County, WA","14000US53061053507"
2020,"2020",0,"Total",93996,7408.999999999999,"Census Tract 535.08, Snohomish County, WA","14000US53061053508"
2020,"2020",0,"Total",65870,13984.000000000002,"Census Tract 535.09, Snohomish County, WA","14000US53061053509"
2020,"2020",0,"Total",104514,11001,"Census Tract 536.03, Snohomish County, WA","14000US53061053603"
2020,"2020",0,"Total",80216,14891.000000000002,"Census Tract 536.04, Snohomish County, WA","14000US53061053604"
2020,"2020",0,"Total",52069,18235,"Census Tract 537, Snohomish County, WA","14000US53061053700"
2020,"2020",0,"Total",78733,11115,"Census Tract 538.01, Snohomish County, WA","14000US53061053801"
2020,"2020",0,"Total",74338,10143,"Census Tract 538.02, Snohomish County, WA","14000US53061053802"
2020,"2020",0,"Total",68908,8259,"Census Tract 538.03, Snohomish County, WA","14000US53061053803"
2020,"2020",0,"Total",90685,9492,"Census Tract 9400.01, Snohomish County, WA","14000US53061940001"
2020,"2020",0,"Total",84750,6085,"Census Tract 9400.02, Snohomish County, WA","14000US53061940002"
2019,"2019",0,"Total",92928,8009.000000000001,"Census Tract 401, Snohomish County, WA","14000US53061040100"
2019,"2019",0,"Total",41579,12392,"Census Tract 402, Snohomish County, WA","14000US53061040200"
2019,"2019",0,"Total",72964,16244,"Census Tract 403, Snohomish County, WA","14000US53061040300"
2019,"2019",0,"Total",56289,4032.0000000000005,"Census Tract 404, Snohomish County, WA","14000US53061040400"
2019,"2019",0,"Total",61159,5809,"Census Tract 405, Snohomish County, WA","14000US53061040500"
2019,"2019",0,"Total",32157,6481,"Census Tract 407, Snohomish County, WA","14000US53061040700"
2019,"2019",0,"Total",51089,9017,"Census Tract 408, Snohomish County, WA","14000US53061040800"
2019,"2019",0,"Total",85670,12831,"Census Tract 409, Snohomish County, WA","14000US53061040900"
2019,"2019",0,"Total",73764,11448,"Census Tract 410, Snohomish County, WA","14000US53061041000"
2019,"2019",0,"Total",69263,4927,"Census Tract 411, Snohomish County, WA","14000US53061041100"
2019,"2019",0,"Total",76526,8889,"Census Tract 412.01, Snohomish County, WA","14000US53061041201"
2019,"2019",0,"Total",59102,10435,"Census Tract 412.02, Snohomish County, WA","14000US53061041202"
2019,"2019",0,"Total",101271,23115,"Census Tract 413.01, Snohomish County, WA","14000US53061041301"
2019,"2019",0,"Total",87675,9245,"Census Tract 413.03, Snohomish County, WA","14000US53061041303"
2019,"2019",0,"Total",129050,18320,"Census Tract 413.04, Snohomish County, WA","14000US53061041304"
2019,"2019",0,"Total",66079,11036,"Census Tract 414, Snohomish County, WA","14000US53061041400"
2019,"2019",0,"Total",74773,13356,"Census Tract 415, Snohomish County, WA","14000US53061041500"
2019,"2019",0,"Total",105375,14827.999999999998,"Census Tract 416.01, Snohomish County, WA","14000US53061041601"
2019,"2019",0,"Total",98625,13415,"Census Tract 416.05, Snohomish County, WA","14000US53061041605"
2019,"2019",0,"Total",86222,10270,"Census Tract 416.06, Snohomish County, WA","14000US53061041606"
2019,"2019",0,"Total",139730,12001,"Census Tract 416.07, Snohomish County, WA","14000US53061041607"
2019,"2019",0,"Total",125137,13694,"Census Tract 416.08, Snohomish County, WA","14000US53061041608"
2019,"2019",0,"Total",73106,16118.000000000002,"Census Tract 417.01, Snohomish County, WA","14000US53061041701"
2019,"2019",0,"Total",100795,11385,"Census Tract 417.03, Snohomish County, WA","14000US53061041703"
2019,"2019",0,"Total",94985,9656,"Census Tract 417.04, Snohomish County, WA","14000US53061041704"
2019,"2019",0,"Total",55306,13805.999999999998,"Census Tract 418.05, Snohomish County, WA","14000US53061041805"
2019,"2019",0,"Total",62480,12157,"Census Tract 418.06, Snohomish County, WA","14000US53061041806"
2019,"2019",0,"Total",59663,9292,"Census Tract 418.08, Snohomish County, WA","14000US53061041808"
2019,"2019",0,"Total",56560,9243,"Census Tract 418.09, Snohomish County, WA","14000US53061041809"
2019,"2019",0,"Total",56859,8362,"Census Tract 418.10, Snohomish County, WA","14000US53061041810"
2019,"2019",0,"Total",83025,7814.999999999999,"Census Tract 418.11, Snohomish County, WA","14000US53061041811"
2019,"2019",0,"Total",56038,8046.999999999999,"Census Tract 418.12, Snohomish County, WA","14000US53061041812"
2019,"2019",0,"Total",70446,8369,"Census Tract 419.01, Snohomish County, WA","14000US53061041901"
2019,"2019",0,"Total",49960,5949,"Census Tract 419.03, Snohomish County, WA","14000US53061041903"
2019,"2019",0,"Total",47992,5971,"Census Tract 419.04, Snohomish County, WA","14000US53061041904"
2019,"2019",0,"Total",62574,10158,"Census Tract 419.05, Snohomish County, WA","14000US53061041905"
2019,"2019",0,"Total",116014,10696,"Census Tract 420.01, Snohomish County, WA","14000US53061042001"
2019,"2019",0,"Total",108750,22175,"Census Tract 420.03, Snohomish County, WA","14000US53061042003"
2019,"2019",0,"Total",92446,8086,"Census Tract 420.04, Snohomish County, WA","14000US53061042004"
2019,"2019",0,"Total",157557,18096,"Census Tract 420.05, Snohomish County, WA","14000US53061042005"
2019,"2019",0,"Total",82266,11076,"Census Tract 420.06, Snohomish County, WA","14000US53061042006"
2019,"2019",0,"Total",115852,14089.000000000002,"Census Tract 501.01, Snohomish County, WA","14000US53061050101"
2019,"2019",0,"Total",76124,5982,"Census Tract 501.02, Snohomish County, WA","14000US53061050102"
2019,"2019",0,"Total",111378,20346,"Census Tract 502, Snohomish County, WA","14000US53061050200"
2019,"2019",0,"Total",111719,19385,"Census Tract 503, Snohomish County, WA","14000US53061050300"
2019,"2019",0,"Total",91065,15641,"Census Tract 504.01, Snohomish County, WA","14000US53061050401"
2019,"2019",0,"Total",88071,14086,"Census Tract 504.02, Snohomish County, WA","14000US53061050402"
2019,"2019",0,"Total",76554,13919.000000000002,"Census Tract 505, Snohomish County, WA","14000US53061050500"
2019,"2019",0,"Total",197500,35554,"Census Tract 506, Snohomish County, WA","14000US53061050600"
2019,"2019",0,"Total",93792,10836,"Census Tract 507, Snohomish County, WA","14000US53061050700"
2019,"2019",0,"Total",87885,5953,"Census Tract 508, Snohomish County, WA","14000US53061050800"
2019,"2019",0,"Total",65948,14632.999999999998,"Census Tract 509, Snohomish County, WA","14000US53061050900"
2019,"2019",0,"Total",72450,10005,"Census Tract 510, Snohomish County, WA","14000US53061051000"
2019,"2019",0,"Total",69940,6874,"Census Tract 511, Snohomish County, WA","14000US53061051100"
2019,"2019",0,"Total",81654,8086,"Census Tract 512, Snohomish County, WA","14000US53061051200"
2019,"2019",0,"Total",76219,6402,"Census Tract 513, Snohomish County, WA","14000US53061051300"
2019,"2019",0,"Total",52335,4620,"Census Tract 514, Snohomish County, WA","14000US53061051400"
2019,"2019",0,"Total",61603,8469,"Census Tract 515, Snohomish County, WA","14000US53061051500"
2019,"2019",0,"Total",82652,14630,"Census Tract 516.01, Snohomish County, WA","14000US53061051601"
2019,"2019",0,"Total",73566,12117,"Census Tract 516.02, Snohomish County, WA","14000US53061051602"
2019,"2019",0,"Total",59643,14630,"Census Tract 517.01, Snohomish County, WA","14000US53061051701"
2019,"2019",0,"Total",64944,7022.000000000001,"Census Tract 517.02, Snohomish County, WA","14000US53061051702"
2019,"2019",0,"Total",92270,11980,"Census Tract 518.02, Snohomish County, WA","14000US53061051802"
2019,"2019",0,"Total",59443,7847.000000000001,"Census Tract 518.03, Snohomish County, WA","14000US53061051803"
2019,"2019",0,"Total",80735,18072,"Census Tract 518.04, Snohomish County, WA","14000US53061051804"
2019,"2019",0,"Total",90659,11243,"Census Tract 519.05, Snohomish County, WA","14000US53061051905"
2019,"2019",0,"Total",124063,27452.999999999996,"Census Tract 519.12, Snohomish County, WA","14000US53061051912"
2019,"2019",0,"Total",127159,21725,"Census Tract 519.13, Snohomish County, WA","14000US53061051913"
2019,"2019",0,"Total",123500,5239,"Census Tract 519.14, Snohomish County, WA","14000US53061051914"
2019,"2019",0,"Total",116693,18582,"Census Tract 519.15, Snohomish County, WA","14000US53061051915"
2019,"2019",0,"Total",116969,7086,"Census Tract 519.16, Snohomish County, WA","14000US53061051916"
2019,"2019",0,"Total",116250,2144,"Census Tract 519.17, Snohomish County, WA","14000US53061051917"
2019,"2019",0,"Total",103581,17745,"Census Tract 519.18, Snohomish County, WA","14000US53061051918"
2019,"2019",0,"Total",92304,5810,"Census Tract 519.21, Snohomish County, WA","14000US53061051921"
2019,"2019",0,"Total",135882,13680.000000000002,"Census Tract 519.22, Snohomish County, WA","14000US53061051922"
2019,"2019",0,"Total",108879,8648,"Census Tract 519.23, Snohomish County, WA","14000US53061051923"
2019,"2019",0,"Total",95663,7513.000000000001,"Census Tract 519.24, Snohomish County, WA","14000US53061051924"
2019,"2019",0,"Total",136933,10380,"Census Tract 519.25, Snohomish County, WA","14000US53061051925"
2019,"2019",0,"Total",129057,10622,"Census Tract 519.26, Snohomish County, WA","14000US53061051926"
2019,"2019",0,"Total",124500,13195,"Census Tract 519.27, Snohomish County, WA","14000US53061051927"
2019,"2019",0,"Total",62989,10648,"Census Tract 519.28, Snohomish County, WA","14000US53061051928"
2019,"2019",0,"Total",139281,9089,"Census Tract 520.03, Snohomish County, WA","14000US53061052003"
2019,"2019",0,"Total",123795,10768,"Census Tract 520.04, Snohomish County, WA","14000US53061052004"
2019,"2019",0,"Total",88824,10140,"Census Tract 520.05, Snohomish County, WA","14000US53061052005"
2019,"2019",0,"Total",125900,12715,"Census Tract 520.06, Snohomish County, WA","14000US53061052006"
2019,"2019",0,"Total",134038,5567,"Census Tract 520.07, Snohomish County, WA","14000US53061052007"
2019,"2019",0,"Total",106125,10809,"Census Tract 521.04, Snohomish County, WA","14000US53061052104"
2019,"2019",0,"Total",132083,37433,"Census Tract 521.05, Snohomish County, WA","14000US53061052105"
2019,"2019",0,"Total",141098,18349,"Census Tract 521.07, Snohomish County, WA","14000US53061052107"
2019,"2019",0,"Total",133919,18021,"Census Tract 521.08, Snohomish County, WA","14000US53061052108"
2019,"2019",0,"Total",106154,8539,"Census Tract 521.12, Snohomish County, WA","14000US53061052112"
2019,"2019",0,"Total",126071,10926,"Census Tract 521.13, Snohomish County, WA","14000US53061052113"
2019,"2019",0,"Total",144153,11519,"Census Tract 521.14, Snohomish County, WA","14000US53061052114"
2019,"2019",0,"Total",129821,11859,"Census Tract 521.15, Snohomish County, WA","14000US53061052115"
2019,"2019",0,"Total",126332,10919,"Census Tract 521.18, Snohomish County, WA","14000US53061052118"
2019,"2019",0,"Total",107621,16526,"Census Tract 522.03, Snohomish County, WA","14000US53061052203"
2019,"2019",0,"Total",104709,7196,"Census Tract 522.04, Snohomish County, WA","14000US53061052204"
2019,"2019",0,"Total",119173,13944.999999999998,"Census Tract 522.06, Snohomish County, WA","14000US53061052206"
2019,"2019",0,"Total",101875,14555,"Census Tract 522.07, Snohomish County, WA","14000US53061052207"
2019,"2019",0,"Total",60984,3573,"Census Tract 522.08, Snohomish County, WA","14000US53061052208"
2019,"2019",0,"Total",70139,8391,"Census Tract 522.09, Snohomish County, WA","14000US53061052209"
2019,"2019",0,"Total",120625,13503,"Census Tract 523.01, Snohomish County, WA","14000US53061052301"
2019,"2019",0,"Total",113431,15784.000000000002,"Census Tract 523.02, Snohomish County, WA","14000US53061052302"
2019,"2019",0,"Total",76000,5666,"Census Tract 524.01, Snohomish County, WA","14000US53061052401"
2019,"2019",0,"Total",53500,9580,"Census Tract 524.02, Snohomish County, WA","14000US53061052402"
2019,"2019",0,"Total",99676,13357,"Census Tract 525.02, Snohomish County, WA","14000US53061052502"
2019,"2019",0,"Total",97962,6531,"Census Tract 525.03, Snohomish County, WA","14000US53061052503"
2019,"2019",0,"Total",94239,6514,"Census Tract 525.04, Snohomish County, WA","14000US53061052504"
2019,"2019",0,"Total",90865,14214.999999999998,"Census Tract 526.03, Snohomish County, WA","14000US53061052603"
2019,"2019",0,"Total",78636,8066.999999999999,"Census Tract 526.04, Snohomish County, WA","14000US53061052604"
2019,"2019",0,"Total",93929,14152,"Census Tract 526.05, Snohomish County, WA","14000US53061052605"
2019,"2019",0,"Total",96650,9759,"Census Tract 526.06, Snohomish County, WA","14000US53061052606"
2019,"2019",0,"Total",109327,11399,"Census Tract 526.07, Snohomish County, WA","14000US53061052607"
2019,"2019",0,"Total",103409,10671,"Census Tract 527.01, Snohomish County, WA","14000US53061052701"
2019,"2019",0,"Total",110093,9664,"Census Tract 527.05, Snohomish County, WA","14000US53061052705"
2019,"2019",0,"Total",96250,5760,"Census Tract 527.06, Snohomish County, WA","14000US53061052706"
2019,"2019",0,"Total",111554,8913,"Census Tract 527.07, Snohomish County, WA","14000US53061052707"
2019,"2019",0,"Total",105439,7976,"Census Tract 527.08, Snohomish County, WA","14000US53061052708"
2019,"2019",0,"Total",92419,15335.000000000002,"Census Tract 527.09, Snohomish County, WA","14000US53061052709"
2019,"2019",0,"Total",90025,8439,"Census Tract 528.03, Snohomish County, WA","14000US53061052803"
2019,"2019",0,"Total",78807,8583,"Census Tract 528.04, Snohomish County, WA","14000US53061052804"
2019,"2019",0,"Total",69417,7410,"Census Tract 528.05, Snohomish County, WA","14000US53061052805"
2019,"2019",0,"Total",90820,12956,"Census Tract 528.06, Snohomish County, WA","14000US53061052806"
2019,"2019",0,"Total",49536,6623,"Census Tract 529.03, Snohomish County, WA","14000US53061052903"
2019,"2019",0,"Total",74511,18935,"Census Tract 529.04, Snohomish County, WA","14000US53061052904"
2019,"2019",0,"Total",46563,10713,"Census Tract 529.05, Snohomish County, WA","14000US53061052905"
2019,"2019",0,"Total",80496,5227,"Census Tract 529.06, Snohomish County, WA","14000US53061052906"
2019,"2019",0,"Total",75451,8338,"Census Tract 531.01, Snohomish County, WA","14000US53061053101"
2019,"2019",0,"Total",68466,8824,"Census Tract 531.02, Snohomish County, WA","14000US53061053102"
2019,"2019",0,"Total",77870,10499,"Census Tract 532.01, Snohomish County, WA","14000US53061053201"
2019,"2019",0,"Total",101000,13859,"Census Tract 532.02, Snohomish County, WA","14000US53061053202"
2019,"2019",0,"Total",75433,14129.999999999998,"Census Tract 533.01, Snohomish County, WA","14000US53061053301"
2019,"2019",0,"Total",95060,11923,"Census Tract 533.02, Snohomish County, WA","14000US53061053302"
2019,"2019",0,"Total",98415,7260,"Census Tract 534, Snohomish County, WA","14000US53061053400"
2019,"2019",0,"Total",66275,18467,"Census Tract 535.04, Snohomish County, WA","14000US53061053504"
2019,"2019",0,"Total",100523,9178,"Census Tract 535.05, Snohomish County, WA","14000US53061053505"
2019,"2019",0,"Total",87736,12908,"Census Tract 535.06, Snohomish County, WA","14000US53061053506"
2019,"2019",0,"Total",109153,11750,"Census Tract 535.07, Snohomish County, WA","14000US53061053507"
2019,"2019",0,"Total",93825,7560,"Census Tract 535.08, Snohomish County, WA","14000US53061053508"
2019,"2019",0,"Total",66288,3704,"Census Tract 535.09, Snohomish County, WA","14000US53061053509"
2019,"2019",0,"Total",86130,8193,"Census Tract 536.02, Snohomish County, WA","14000US53061053602"
2019,"2019",0,"Total",101750,16820,"Census Tract 536.03, Snohomish County, WA","14000US53061053603"
2019,"2019",0,"Total",77065,12810,"Census Tract 536.04, Snohomish County, WA","14000US53061053604"
2019,"2019",0,"Total",55000,11057,"Census Tract 537, Snohomish County, WA","14000US53061053700"
2019,"2019",0,"Total",85399,15639.999999999998,"Census Tract 538.01, Snohomish County, WA","14000US53061053801"
2019,"2019",0,"Total",78841,5296,"Census Tract 538.02, Snohomish County, WA","14000US53061053802"
2019,"2019",0,"Total",68177,9747,"Census Tract 538.03, Snohomish County, WA","14000US53061053803"
2019,"2019",0,"Total",81982,6477,"Census Tract 9400.01, Snohomish County, WA","14000US53061940001"
2019,"2019",0,"Total",79659,8140,"Census Tract 9400.02, Snohomish County, WA","14000US53061940002"
2018,"2018",0,"Total",84808,11297,"Census Tract 401, Snohomish County, WA","14000US53061040100"
2018,"2018",0,"Total",36625,9619,"Census Tract 402, Snohomish County, WA","14000US53061040200"
2018,"2018",0,"Total",60905,13762,"Census Tract 403, Snohomish County, WA","14000US53061040300"
2018,"2018",0,"Total",54552,3302,"Census Tract 404, Snohomish County, WA","14000US53061040400"
2018,"2018",0,"Total",58333,4822,"Census Tract 405, Snohomish County, WA","14000US53061040500"
2018,"2018",0,"Total",35368,9814,"Census Tract 407, Snohomish County, WA","14000US53061040700"
2018,"2018",0,"Total",52642,8046.999999999999,"Census Tract 408, Snohomish County, WA","14000US53061040800"
2018,"2018",0,"Total",86250,5787,"Census Tract 409, Snohomish County, WA","14000US53061040900"
2018,"2018",0,"Total",59535,17354,"Census Tract 410, Snohomish County, WA","14000US53061041000"
2018,"2018",0,"Total",61297,5135,"Census Tract 411, Snohomish County, WA","14000US53061041100"
2018,"2018",0,"Total",73649,7973,"Census Tract 412.01, Snohomish County, WA","14000US53061041201"
2018,"2018",0,"Total",52350,12091,"Census Tract 412.02, Snohomish County, WA","14000US53061041202"
2018,"2018",0,"Total",96377,11772,"Census Tract 413.01, Snohomish County, WA","14000US53061041301"
2018,"2018",0,"Total",86359,7052.000000000001,"Census Tract 413.03, Snohomish County, WA","14000US53061041303"
2018,"2018",0,"Total",126496,8068,"Census Tract 413.04, Snohomish County, WA","14000US53061041304"
2018,"2018",0,"Total",64402,15224,"Census Tract 414, Snohomish County, WA","14000US53061041400"
2018,"2018",0,"Total",75625,13277,"Census Tract 415, Snohomish County, WA","14000US53061041500"
2018,"2018",0,"Total",89115,13333,"Census Tract 416.01, Snohomish County, WA","14000US53061041601"
2018,"2018",0,"Total",92185,5838,"Census Tract 416.05, Snohomish County, WA","14000US53061041605"
2018,"2018",0,"Total",92702,14058,"Census Tract 416.06, Snohomish County, WA","14000US53061041606"
2018,"2018",0,"Total",127143,15217,"Census Tract 416.07, Snohomish County, WA","14000US53061041607"
2018,"2018",0,"Total",119286,13759,"Census Tract 416.08, Snohomish County, WA","14000US53061041608"
2018,"2018",0,"Total",63822,14842.000000000002,"Census Tract 417.01, Snohomish County, WA","14000US53061041701"
2018,"2018",0,"Total",83199,15739.999999999998,"Census Tract 417.03, Snohomish County, WA","14000US53061041703"
2018,"2018",0,"Total",90052,13565,"Census Tract 417.04, Snohomish County, WA","14000US53061041704"
2018,"2018",0,"Total",52964,12843,"Census Tract 418.05, Snohomish County, WA","14000US53061041805"
2018,"2018",0,"Total",62324,9645,"Census Tract 418.06, Snohomish County, WA","14000US53061041806"
2018,"2018",0,"Total",52599,10244,"Census Tract 418.08, Snohomish County, WA","14000US53061041808"
2018,"2018",0,"Total",56104,5757,"Census Tract 418.09, Snohomish County, WA","14000US53061041809"
2018,"2018",0,"Total",55264,7621,"Census Tract 418.10, Snohomish County, WA","14000US53061041810"
2018,"2018",0,"Total",79483,6768.000000000001,"Census Tract 418.11, Snohomish County, WA","14000US53061041811"
2018,"2018",0,"Total",58247,6249,"Census Tract 418.12, Snohomish County, WA","14000US53061041812"
2018,"2018",0,"Total",71033,4949,"Census Tract 419.01, Snohomish County, WA","14000US53061041901"
2018,"2018",0,"Total",47531,5088,"Census Tract 419.03, Snohomish County, WA","14000US53061041903"
2018,"2018",0,"Total",41205,3787.9999999999995,"Census Tract 419.04, Snohomish County, WA","14000US53061041904"
2018,"2018",0,"Total",55089,9097,"Census Tract 419.05, Snohomish County, WA","14000US53061041905"
